week_start,week_end,is_partial_week,state_code,product,measurement_unit,average_price,median_price,minimum_price,maximum_price,price_observations,station_count
2026-02-16,2026-02-22,False,MS,GASOLINA ADITIVADA,R$ / litro,6.387,6.33,5.69,6.99,41,41
2026-02-16,2026-02-22,False,MT,DIESEL,R$ / litro,6.319,6.38,5.79,6.89,50,50
2026-02-16,2026-02-22,False,MT,DIESEL S10,R$ / litro,6.361,6.47,5.85,6.97,53,53
2026-02-16,2026-02-22,False,MT,ETANOL,R$ / litro,4.628,4.69,4.09,4.79,77,77
2026-02-16,2026-02-22,False,MT,GASOLINA,R$ / litro,6.44,6.39,5.79,6.89,77,77
2026-02-16,2026-02-22,False,MT,GASOLINA ADITIVADA,R$ / litro,6.629,6.59,6.25,6.99,43,43
2026-02-16,2026-02-22,False,MT,GNV,R$ / m³,3.99,3.99,3.99,3.99,1,1
2026-02-16,2026-02-22,False,PA,DIESEL,R$ / litro,6.517,6.47,5.74,7.39,40,40
2026-02-16,2026-02-22,False,PA,DIESEL S10,R$ / litro,6.34,6.32,5.42,7.39,62,62
2026-02-16,2026-02-22,False,PA,ETANOL,R$ / litro,5.021,4.99,4.49,5.55,32,32
2026-02-16,2026-02-22,False,PA,GASOLINA,R$ / litro,6.393,6.465,5.33,7.1,80,80
2026-02-16,2026-02-22,False,PA,GASOLINA ADITIVADA,R$ / litro,6.624,6.71,5.78,7.59,59,59
2026-02-16,2026-02-22,False,PB,DIESEL,R$ / litro,5.963,5.99,5.59,6.49,21,21
2026-02-16,2026-02-22,False,PB,DIESEL S10,R$ / litro,5.941,5.89,5.69,6.59,41,41
2026-02-16,2026-02-22,False,PB,ETANOL,R$ / litro,4.501,4.49,4.37,4.99,50,50
2026-02-16,2026-02-22,False,PB,GASOLINA,R$ / litro,5.974,5.955,5.77,6.14,58,58
2026-02-16,2026-02-22,False,PB,GASOLINA ADITIVADA,R$ / litro,6.161,6.17,5.89,6.39,42,42
2026-02-16,2026-02-22,False,PB,GNV,R$ / m³,4.934,4.86,4.85,5.21,9,9
2026-02-16,2026-02-22,False,PE,DIESEL,R$ / litro,6.068,6.09,5.73,6.29,8,8
2026-02-16,2026-02-22,False,PE,DIESEL S10,R$ / litro,5.875,5.86,5.44,6.99,150,150
2026-02-16,2026-02-22,False,PE,ETANOL,R$ / litro,5.074,5.23,4.49,6.49,159,159
2026-02-16,2026-02-22,False,PE,GASOLINA,R$ / litro,6.481,6.65,5.85,7.69,181,181
2026-02-16,2026-02-22,False,PE,GASOLINA ADITIVADA,R$ / litro,6.619,6.77,5.96,6.99,133,133
2026-02-16,2026-02-22,False,PE,GNV,R$ / m³,4.19,4.19,4.19,4.19,27,27
2026-02-16,2026-02-22,False,PI,DIESEL,R$ / litro,6.004,5.95,5.66,6.61,25,25
2026-02-16,2026-02-22,False,PI,DIESEL S10,R$ / litro,6.04,5.99,5.68,6.79,40,40
2026-02-16,2026-02-22,False,PI,ETANOL,R$ / litro,4.689,4.59,4.45,5.2,43,43
2026-02-16,2026-02-22,False,PI,GASOLINA,R$ / litro,5.936,5.98,5.69,6.25,59,59
2026-02-16,2026-02-22,False,PI,GASOLINA ADITIVADA,R$ / litro,6.145,6.19,5.75,6.49,45,45
2026-02-16,2026-02-22,False,PR,DIESEL,R$ / litro,5.971,5.965,5.49,6.87,132,132
2026-02-16,2026-02-22,False,PR,DIESEL S10,R$ / litro,6.068,5.99,5.55,6.99,204,204
2026-02-16,2026-02-22,False,PR,ETANOL,R$ / litro,4.675,4.69,4.07,5.19,278,278
2026-02-16,2026-02-22,False,PR,GASOLINA,R$ / litro,6.474,6.49,5.45,7.09,279,279
2026-02-16,2026-02-22,False,PR,GASOLINA ADITIVADA,R$ / litro,6.599,6.59,5.45,7.39,227,227
2026-02-16,2026-02-22,False,PR,GNV,R$ / m³,4.74,4.74,4.49,4.99,3,3
2026-02-16,2026-02-22,False,RJ,DIESEL,R$ / litro,6.232,6.15,5.54,7.72,112,112
2026-02-16,2026-02-22,False,RJ,DIESEL S10,R$ / litro,6.272,6.19,5.49,7.97,217,217
2026-02-16,2026-02-22,False,RJ,ETANOL,R$ / litro,5.038,4.99,4.49,5.77,276,276
2026-02-16,2026-02-22,False,RJ,GASOLINA,R$ / litro,6.287,6.19,5.59,7.79,327,327
2026-02-16,2026-02-22,False,RJ,GASOLINA ADITIVADA,R$ / litro,6.469,6.485,5.79,7.99,300,300
2026-02-16,2026-02-22,False,RJ,GNV,R$ / m³,4.394,4.25,3.79,6.49,155,155
2026-02-16,2026-02-22,False,RN,DIESEL,R$ / litro,6.432,6.29,6.19,6.99,21,21
2026-02-16,2026-02-22,False,RN,DIESEL S10,R$ / litro,6.482,6.29,6.19,6.99,25,25
2026-02-16,2026-02-22,False,RN,ETANOL,R$ / litro,5.325,5.37,4.99,5.6,30,30
2026-02-16,2026-02-22,False,RN,GASOLINA,R$ / litro,6.617,6.58,6.45,6.79,31,31
2026-02-16,2026-02-22,False,RN,GASOLINA ADITIVADA,R$ / litro,6.676,6.67,6.45,6.99,27,27
2026-02-16,2026-02-22,False,RN,GNV,R$ / m³,5.14,5.14,5.09,5.19,2,2
2026-02-16,2026-02-22,False,RO,DIESEL,R$ / litro,6.482,6.455,5.98,7.84,38,38
2026-02-16,2026-02-22,False,RO,DIESEL S10,R$ / litro,6.519,6.49,6.02,7.89,40,40
2026-02-16,2026-02-22,False,RO,ETANOL,R$ / litro,5.44,5.49,4.89,5.99,30,30
2026-02-16,2026-02-22,False,RO,GASOLINA,R$ / litro,6.917,6.965,6.48,7.89,52,52
2026-02-16,2026-02-22,False,RO,GASOLINA ADITIVADA,R$ / litro,7.038,6.99,6.59,8.04,47,47
2026-02-16,2026-02-22,False,RR,DIESEL,R$ / litro,6.829,6.85,6.6,6.92,12,12
2026-02-16,2026-02-22,False,RR,DIESEL S10,R$ / litro,6.843,6.85,6.6,6.95,12,12
2026-02-16,2026-02-22,False,RR,ETANOL,R$ / litro,5.297,5.29,5.29,5.34,7,7
2026-02-16,2026-02-22,False,RR,GASOLINA,R$ / litro,6.95,6.95,6.95,6.95,13,13
2026-02-16,2026-02-22,False,RR,GASOLINA ADITIVADA,R$ / litro,7.062,7.05,7.04,7.11,13,13
2026-02-16,2026-02-22,False,RS,DIESEL,R$ / litro,6.131,6.09,5.49,7.29,195,195
2026-02-16,2026-02-22,False,RS,DIESEL S10,R$ / litro,6.202,6.19,5.54,7.39,223,222
2026-02-16,2026-02-22,False,RS,ETANOL,R$ / litro,5.115,4.99,4.55,6.83,152,151
2026-02-16,2026-02-22,False,RS,GASOLINA,R$ / litro,6.302,6.29,5.58,7.39,329,328
2026-02-16,2026-02-22,False,RS,GASOLINA ADITIVADA,R$ / litro,6.491,6.49,5.58,7.69,315,315
2026-02-16,2026-02-22,False,RS,GNV,R$ / m³,4.917,4.96,4.49,5.65,19,19
2026-02-16,2026-02-22,False,SC,DIESEL,R$ / litro,6.087,6.12,5.58,6.73,59,59
2026-02-16,2026-02-22,False,SC,DIESEL S10,R$ / litro,6.176,6.19,5.64,6.89,103,103
2026-02-16,2026-02-22,False,SC,ETANOL,R$ / litro,4.975,4.98,4.49,5.79,101,101
2026-02-16,2026-02-22,False,SC,GASOLINA,R$ / litro,6.457,6.46,5.59,6.89,150,150
2026-02-16,2026-02-22,False,SC,GASOLINA ADITIVADA,R$ / litro,6.593,6.59,5.59,6.99,143,143
2026-02-16,2026-02-22,False,SC,GNV,R$ / m³,4.725,4.59,4.55,5.46,20,20
2026-02-16,2026-02-22,False,SE,DIESEL,R$ / litro,5.714,5.58,5.58,6.25,17,17
2026-02-16,2026-02-22,False,SE,DIESEL S10,R$ / litro,5.853,5.76,5.76,6.29,20,20
2026-02-16,2026-02-22,False,SE,ETANOL,R$ / litro,4.904,4.9,4.7,4.99,13,13
2026-02-16,2026-02-22,False,SE,GASOLINA,R$ / litro,6.449,6.41,6.39,6.58,23,23
2026-02-16,2026-02-22,False,SE,GASOLINA ADITIVADA,R$ / litro,6.503,6.49,6.39,6.73,20,20
2026-02-16,2026-02-22,False,SE,GNV,R$ / m³,4.8,4.8,4.61,4.99,2,2
2026-02-16,2026-02-22,False,SP,DIESEL,R$ / litro,6.046,5.99,5.38,8.09,415,415
2026-02-16,2026-02-22,False,SP,DIESEL S10,R$ / litro,6.152,6.09,5.44,8.99,766,766
2026-02-16,2026-02-22,False,SP,ETANOL,R$ / litro,4.486,4.49,3.59,5.99,1193,1193
2026-02-16,2026-02-22,False,SP,GASOLINA,R$ / litro,6.183,6.19,5.28,9.29,1198,1198
2026-02-16,2026-02-22,False,SP,GASOLINA ADITIVADA,R$ / litro,6.47,6.39,5.39,9.49,931,931
2026-02-16,2026-02-22,False,SP,GNV,R$ / m³,3.929,3.99,3.29,4.89,43,43
2026-02-16,2026-02-22,False,TO,DIESEL,R$ / litro,6.055,5.98,5.73,6.79,17,17
2026-02-16,2026-02-22,False,TO,DIESEL S10,R$ / litro,6.047,5.99,5.75,6.49,22,22
2026-02-16,2026-02-22,False,TO,ETANOL,R$ / litro,5.21,5.29,4.75,5.9,22,22
2026-02-16,2026-02-22,False,TO,GASOLINA,R$ / litro,6.491,6.59,5.81,6.79,28,28
2026-02-16,2026-02-22,False,TO,GASOLINA ADITIVADA,R$ / litro,6.583,6.66,5.99,6.89,18,18
2026-02-23,2026-03-01,False,AC,DIESEL,R$ / litro,8.145,8.15,8.13,8.15,4,4
2026-02-23,2026-03-01,False,AC,DIESEL S10,R$ / litro,8.163,8.17,8.15,8.17,3,3
2026-02-23,2026-03-01,False,AC,ETANOL,R$ / litro,5.993,5.95,5.95,6.08,3,3
2026-02-23,2026-03-01,False,AC,GASOLINA,R$ / litro,7.975,7.97,7.97,7.99,4,4
2026-02-23,2026-03-01,False,AC,GASOLINA ADITIVADA,R$ / litro,8.095,8.11,7.99,8.17,4,4
2026-02-23,2026-03-01,False,AL,DIESEL,R$ / litro,6.555,6.69,5.79,6.98,11,11
2026-02-23,2026-03-01,False,AL,DIESEL S10,R$ / litro,6.36,6.28,5.33,7.03,28,28
2026-02-23,2026-03-01,False,AL,ETANOL,R$ / litro,5.143,5.09,4.69,5.59,49,49
2026-02-23,2026-03-01,False,AL,GASOLINA,R$ / litro,6.422,6.37,6.09,6.99,59,59
2026-02-23,2026-03-01,False,AL,GASOLINA ADITIVADA,R$ / litro,6.571,6.49,6.29,7.28,39,39
2026-02-23,2026-03-01,False,AL,GNV,R$ / m³,4.654,4.59,4.39,5.19,7,7
2026-02-23,2026-03-01,False,AM,DIESEL,R$ / litro,6.525,6.49,6.38,6.65,21,21
2026-02-23,2026-03-01,False,AM,DIESEL S10,R$ / litro,6.874,6.49,6.47,8.39,43,43
2026-02-23,2026-03-01,False,AM,ETANOL,R$ / litro,5.473,5.49,5.35,5.59,38,38
2026-02-23,2026-03-01,False,AM,GASOLINA,R$ / litro,7.119,6.99,6.59,8.29,55,55
2026-02-23,2026-03-01,False,AM,GASOLINA ADITIVADA,R$ / litro,7.16,6.99,6.69,8.39,47,47
2026-02-23,2026-03-01,False,AM,GNV,R$ / m³,3.99,3.99,3.99,3.99,1,1
2026-02-23,2026-03-01,False,AP,DIESEL,R$ / litro,6.428,6.4,6.35,6.54,5,5
2026-02-23,2026-03-01,False,AP,DIESEL S10,R$ / litro,6.514,6.56,6.4,6.59,7,7
2026-02-23,2026-03-01,False,AP,ETANOL,R$ / litro,5.89,5.89,5.89,5.89,1,1
2026-02-23,2026-03-01,False,AP,GASOLINA,R$ / litro,6.085,6.09,5.95,6.25,11,11
2026-02-23,2026-03-01,False,AP,GASOLINA ADITIVADA,R$ / litro,6.405,6.405,6.29,6.52,2,2
2026-02-23,2026-03-01,False,BA,DIESEL,R$ / litro,6.084,6.08,5.52,6.9,138,138
2026-02-23,2026-03-01,False,BA,DIESEL S10,R$ / litro,6.19,6.19,5.62,6.99,176,176
2026-02-23,2026-03-01,False,BA,ETANOL,R$ / litro,5.006,4.99,4.35,5.89,204,204
2026-02-23,2026-03-01,False,BA,GASOLINA,R$ / litro,6.468,6.59,5.74,6.99,233,233
2026-02-23,2026-03-01,False,BA,GASOLINA ADITIVADA,R$ / litro,6.553,6.68,5.74,7.29,170,170
2026-02-23,2026-03-01,False,BA,GNV,R$ / m³,4.476,4.385,3.99,5.79,12,12
2026-02-23,2026-03-01,False,CE,DIESEL,R$ / litro,6.129,6.04,5.75,6.55,16,16
2026-02-23,2026-03-01,False,CE,DIESEL S10,R$ / litro,6.119,5.99,5.57,6.79,115,115
2026-02-23,2026-03-01,False,CE,ETANOL,R$ / litro,5.112,4.99,4.57,5.69,121,121
2026-02-23,2026-03-01,False,CE,GASOLINA,R$ / litro,6.388,6.43,5.7,6.69,137,137
2026-02-23,2026-03-01,False,CE,GASOLINA ADITIVADA,R$ / litro,6.516,6.56,5.7,6.99,116,116
2026-02-23,2026-03-01,False,CE,GNV,R$ / m³,5.23,5.15,5.09,6.09,11,11
2026-02-23,2026-03-01,False,DF,DIESEL,R$ / litro,6.05,5.98,5.83,6.45,21,21
2026-02-23,2026-03-01,False,DF,DIESEL S10,R$ / litro,6.084,5.99,5.84,6.47,21,21
2026-02-23,2026-03-01,False,DF,ETANOL,R$ / litro,4.932,4.97,4.6,5.15,23,23
2026-02-23,2026-03-01,False,DF,GASOLINA,R$ / litro,6.217,6.28,5.85,6.47,49,49
2026-02-23,2026-03-01,False,DF,GASOLINA ADITIVADA,R$ / litro,6.255,6.285,5.85,6.99,46,46
2026-02-23,2026-03-01,False,ES,DIESEL,R$ / litro,5.983,5.97,5.79,6.25,24,24
2026-02-23,2026-03-01,False,ES,DIESEL S10,R$ / litro,6.033,5.99,5.79,6.39,44,44
2026-02-23,2026-03-01,False,ES,ETANOL,R$ / litro,4.764,4.79,4.49,5.18,50,50
2026-02-23,2026-03-01,False,ES,GASOLINA,R$ / litro,6.19,6.15,5.87,6.79,77,77
2026-02-23,2026-03-01,False,ES,GASOLINA ADITIVADA,R$ / litro,6.402,6.39,5.89,7.09,64,64
2026-02-23,2026-03-01,False,ES,GNV,R$ / m³,4.143,3.99,3.98,4.98,11,11
2026-02-23,2026-03-01,False,GO,DIESEL,R$ / litro,5.898,5.89,5.4,7.06,93,93
2026-02-23,2026-03-01,False,GO,DIESEL S10,R$ / litro,5.973,5.99,5.49,7.17,128,128
2026-02-23,2026-03-01,False,GO,ETANOL,R$ / litro,4.892,4.95,4.04,5.34,160,160
2026-02-23,2026-03-01,False,GO,GASOLINA,R$ / litro,6.344,6.39,5.44,6.69,166,166
2026-02-23,2026-03-01,False,GO,GASOLINA ADITIVADA,R$ / litro,6.508,6.52,5.55,7.14,111,111
2026-02-23,2026-03-01,False,MA,DIESEL,R$ / litro,5.979,5.94,5.47,6.65,51,51
2026-02-23,2026-03-01,False,MA,DIESEL S10,R$ / litro,5.981,5.89,5.47,6.89,88,88
2026-02-23,2026-03-01,False,MA,ETANOL,R$ / litro,5.041,5.09,4.59,5.99,56,56
2026-02-23,2026-03-01,False,MA,GASOLINA,R$ / litro,6.017,5.99,5.45,6.99,102,102
2026-02-23,2026-03-01,False,MA,GASOLINA ADITIVADA,R$ / litro,6.189,6.09,5.58,7.19,64,64
2026-02-23,2026-03-01,False,MG,DIESEL,R$ / litro,5.948,5.89,5.55,6.75,242,242
2026-02-23,2026-03-01,False,MG,DIESEL S10,R$ / litro,6.038,5.99,5.55,6.85,313,313
2026-02-23,2026-03-01,False,MG,ETANOL,R$ / litro,4.663,4.67,4.17,5.19,416,416
2026-02-23,2026-03-01,False,MG,GASOLINA,R$ / litro,6.148,6.14,5.57,6.76,441,441
2026-02-23,2026-03-01,False,MG,GASOLINA ADITIVADA,R$ / litro,6.38,6.35,5.68,7.91,278,278
2026-02-23,2026-03-01,False,MG,GNV,R$ / m³,4.987,4.95,4.79,5.45,7,7
2026-02-23,2026-03-01,False,MS,DIESEL,R$ / litro,6.099,6.085,5.69,7.17,24,24
2026-02-23,2026-03-01,False,MS,DIESEL S10,R$ / litro,6.134,6.12,5.79,6.59,20,20
2026-02-23,2026-03-01,False,MS,ETANOL,R$ / litro,4.316,4.29,4.03,5.07,26,26
2026-02-23,2026-03-01,False,MS,GASOLINA,R$ / litro,6.217,6.24,5.65,6.95,49,49
2026-02-23,2026-03-01,False,MS,GASOLINA ADITIVADA,R$ / litro,6.375,6.29,5.67,6.99,42,42
2026-02-23,2026-03-01,False,MS,GNV,R$ / m³,4.59,4.59,4.59,4.59,1,1
2026-02-23,2026-03-01,False,MT,DIESEL,R$ / litro,6.343,6.39,5.79,6.89,47,47
2026-02-23,2026-03-01,False,MT,DIESEL S10,R$ / litro,6.369,6.39,5.85,6.97,50,50
2026-02-23,2026-03-01,False,MT,ETANOL,R$ / litro,4.634,4.69,4.09,4.79,77,77
2026-02-23,2026-03-01,False,MT,GASOLINA,R$ / litro,6.445,6.39,5.79,6.89,77,77
2026-02-23,2026-03-01,False,MT,GASOLINA ADITIVADA,R$ / litro,6.603,6.59,6.25,6.99,46,46
2026-02-23,2026-03-01,False,MT,GNV,R$ / m³,3.99,3.99,3.99,3.99,3,3
2026-02-23,2026-03-01,False,PA,DIESEL,R$ / litro,6.482,6.425,5.74,7.39,40,40
2026-02-23,2026-03-01,False,PA,DIESEL S10,R$ / litro,6.236,6.25,5.42,7.22,64,64
2026-02-23,2026-03-01,False,PA,ETANOL,R$ / litro,4.986,4.99,4.49,5.55,41,41
2026-02-23,2026-03-01,False,PA,GASOLINA,R$ / litro,6.318,6.4,5.33,7.1,95,95
2026-02-23,2026-03-01,False,PA,GASOLINA ADITIVADA,R$ / litro,6.598,6.71,5.69,7.59,64,64
2026-02-23,2026-03-01,False,PB,DIESEL,R$ / litro,5.931,5.88,5.59,6.49,27,27
2026-02-23,2026-03-01,False,PB,DIESEL S10,R$ / litro,5.938,5.89,5.69,6.59,40,40
2026-02-23,2026-03-01,False,PB,ETANOL,R$ / litro,4.501,4.49,4.36,4.99,52,52
2026-02-23,2026-03-01,False,PB,GASOLINA,R$ / litro,5.969,5.89,5.77,6.14,58,58
2026-02-23,2026-03-01,False,PB,GASOLINA ADITIVADA,R$ / litro,6.132,6.14,5.86,6.29,37,37
2026-02-23,2026-03-01,False,PB,GNV,R$ / m³,4.849,4.86,4.79,4.86,9,9
2026-02-23,2026-03-01,False,PE,DIESEL,R$ / litro,5.994,6.09,5.44,6.09,7,7
2026-02-23,2026-03-01,False,PE,DIESEL S10,R$ / litro,5.877,5.88,5.55,6.99,162,162
2026-02-23,2026-03-01,False,PE,ETANOL,R$ / litro,5.066,5.22,4.2,6.49,162,162
2026-02-23,2026-03-01,False,PE,GASOLINA,R$ / litro,6.47,6.64,5.78,7.69,185,185
2026-02-23,2026-03-01,False,PE,GASOLINA ADITIVADA,R$ / litro,6.617,6.75,5.96,6.99,135,135
2026-02-23,2026-03-01,False,PE,GNV,R$ / m³,4.19,4.19,4.19,4.19,29,29
2026-02-23,2026-03-01,False,PI,DIESEL,R$ / litro,5.979,5.95,5.63,6.54,28,28
2026-02-23,2026-03-01,False,PI,DIESEL S10,R$ / litro,6.011,5.99,5.65,6.49,39,39
2026-02-23,2026-03-01,False,PI,ETANOL,R$ / litro,4.688,4.66,4.44,5.2,40,40
2026-02-23,2026-03-01,False,PI,GASOLINA,R$ / litro,5.971,5.99,5.69,6.39,59,59
2026-02-23,2026-03-01,False,PI,GASOLINA ADITIVADA,R$ / litro,6.185,6.27,5.76,6.49,41,41
2026-02-23,2026-03-01,False,PR,DIESEL,R$ / litro,5.961,5.95,5.49,6.87,139,139
2026-02-23,2026-03-01,False,PR,DIESEL S10,R$ / litro,6.053,5.99,5.55,6.99,208,208
2026-02-23,2026-03-01,False,PR,ETANOL,R$ / litro,4.678,4.69,4.05,5.19,280,280
2026-02-23,2026-03-01,False,PR,GASOLINA,R$ / litro,6.488,6.535,5.39,7.09,280,280
2026-02-23,2026-03-01,False,PR,GASOLINA ADITIVADA,R$ / litro,6.628,6.69,5.39,7.39,227,227
2026-02-23,2026-03-01,False,PR,GNV,R$ / m³,4.698,4.73,4.49,4.99,5,5
2026-02-23,2026-03-01,False,RJ,DIESEL,R$ / litro,6.223,6.19,5.54,7.72,117,117
2026-02-23,2026-03-01,False,RJ,DIESEL S10,R$ / litro,6.26,6.19,5.49,7.97,213,213
2026-02-23,2026-03-01,False,RJ,ETANOL,R$ / litro,5.049,4.99,4.29,5.69,283,283
2026-02-23,2026-03-01,False,RJ,GASOLINA,R$ / litro,6.288,6.19,5.49,7.79,329,329
2026-02-23,2026-03-01,False,RJ,GASOLINA ADITIVADA,R$ / litro,6.481,6.49,5.79,7.99,298,298
2026-02-23,2026-03-01,False,RJ,GNV,R$ / m³,4.408,4.19,3.79,6.49,157,157
2026-02-23,2026-03-01,False,RN,DIESEL,R$ / litro,6.44,6.29,6.19,6.99,23,23
2026-02-23,2026-03-01,False,RN,DIESEL S10,R$ / litro,6.417,6.38,5.79,6.99,37,37
2026-02-23,2026-03-01,False,RN,ETANOL,R$ / litro,5.432,5.59,4.99,5.59,39,39
2026-02-23,2026-03-01,False,RN,GASOLINA,R$ / litro,6.61,6.59,6.4,6.79,42,42
2026-02-23,2026-03-01,False,RN,GASOLINA ADITIVADA,R$ / litro,6.684,6.685,6.49,7.02,36,36
2026-02-23,2026-03-01,False,RN,GNV,R$ / m³,4.995,4.95,4.94,5.09,6,6
2026-02-23,2026-03-01,False,RO,DIESEL,R$ / litro,6.486,6.465,5.98,7.84,38,38
2026-02-23,2026-03-01,False,RO,DIESEL S10,R$ / litro,6.501,6.48,5.99,7.89,41,41
2026-02-23,2026-03-01,False,RO,ETANOL,R$ / litro,5.437,5.49,4.89,5.99,28,28
2026-02-23,2026-03-01,False,RO,GASOLINA,R$ / litro,6.916,6.96,6.48,7.89,51,51
2026-02-23,2026-03-01,False,RO,GASOLINA ADITIVADA,R$ / litro,7.035,7.005,6.59,8.04,48,48
2026-02-23,2026-03-01,False,RR,DIESEL,R$ / litro,6.829,6.85,6.6,6.92,12,12
2026-02-23,2026-03-01,False,RR,DIESEL S10,R$ / litro,6.835,6.85,6.6,6.92,12,12
2026-02-23,2026-03-01,False,RR,ETANOL,R$ / litro,5.297,5.29,5.29,5.34,7,7
2026-02-23,2026-03-01,False,RR,GASOLINA,R$ / litro,6.95,6.95,6.95,6.95,13,13
2026-02-23,2026-03-01,False,RR,GASOLINA ADITIVADA,R$ / litro,7.062,7.05,7.04,7.11,13,13
2026-02-23,2026-03-01,False,RS,DIESEL,R$ / litro,6.1,6.09,5.49,7.39,187,187
2026-02-23,2026-03-01,False,RS,DIESEL S10,R$ / litro,6.187,6.15,5.59,7.54,233,233
2026-02-23,2026-03-01,False,RS,ETANOL,R$ / litro,5.095,4.99,4.37,6.83,151,151
2026-02-23,2026-03-01,False,RS,GASOLINA,R$ / litro,6.285,6.275,5.68,7.39,334,334
2026-02-23,2026-03-01,False,RS,GASOLINA ADITIVADA,R$ / litro,6.478,6.46,5.68,7.69,323,323
2026-02-23,2026-03-01,False,RS,GNV,R$ / m³,4.922,4.99,4.49,5.65,21,21
2026-02-23,2026-03-01,False,SC,DIESEL,R$ / litro,6.094,6.09,5.59,6.73,62,62
2026-02-23,2026-03-01,False,SC,DIESEL S10,R$ / litro,6.194,6.19,5.39,6.83,103,103
2026-02-23,2026-03-01,False,SC,ETANOL,R$ / litro,4.991,4.99,4.59,5.79,104,104
2026-02-23,2026-03-01,False,SC,GASOLINA,R$ / litro,6.463,6.45,5.59,6.89,154,154
2026-02-23,2026-03-01,False,SC,GASOLINA ADITIVADA,R$ / litro,6.592,6.59,5.59,6.99,147,147
2026-02-23,2026-03-01,False,SC,GNV,R$ / m³,4.717,4.59,4.53,5.46,20,20
2026-02-23,2026-03-01,False,SE,DIESEL,R$ / litro,5.717,5.635,5.58,6.25,18,18
2026-02-23,2026-03-01,False,SE,DIESEL S10,R$ / litro,5.888,5.76,5.76,6.29,26,26
2026-02-23,2026-03-01,False,SE,ETANOL,R$ / litro,4.902,4.9,4.7,4.99,24,24
2026-02-23,2026-03-01,False,SE,GASOLINA,R$ / litro,6.49,6.52,6.39,6.59,38,38
2026-02-23,2026-03-01,False,SE,GASOLINA ADITIVADA,R$ / litro,6.556,6.52,6.39,6.88,30,30
2026-02-23,2026-03-01,False,SE,GNV,R$ / m³,4.686,4.61,4.61,4.99,5,5
2026-02-23,2026-03-01,False,SP,DIESEL,R$ / litro,6.058,5.99,5.45,8.09,402,402
2026-02-23,2026-03-01,False,SP,DIESEL S10,R$ / litro,6.147,6.09,5.39,9.39,780,780
2026-02-23,2026-03-01,False,SP,ETANOL,R$ / litro,4.476,4.49,3.69,5.99,1196,1196
2026-02-23,2026-03-01,False,SP,GASOLINA,R$ / litro,6.183,6.19,5.29,9.29,1208,1208
2026-02-23,2026-03-01,False,SP,GASOLINA ADITIVADA,R$ / litro,6.453,6.39,5.36,9.49,960,960
2026-02-23,2026-03-01,False,SP,GNV,R$ / m³,3.997,3.99,3.29,5.29,42,42
2026-02-23,2026-03-01,False,TO,DIESEL,R$ / litro,6.034,5.99,5.61,6.79,19,19
2026-02-23,2026-03-01,False,TO,DIESEL S10,R$ / litro,6.044,5.99,5.64,6.59,23,23
2026-02-23,2026-03-01,False,TO,ETANOL,R$ / litro,5.229,5.29,4.75,5.9,23,23
2026-02-23,2026-03-01,False,TO,GASOLINA,R$ / litro,6.518,6.59,5.81,6.79,28,28
2026-02-23,2026-03-01,False,TO,GASOLINA ADITIVADA,R$ / litro,6.576,6.67,5.99,6.89,18,18
2026-03-02,2026-03-08,False,AC,DIESEL,R$ / litro,8.145,8.15,8.13,8.15,4,4
2026-03-02,2026-03-08,False,AC,DIESEL S10,R$ / litro,8.165,8.17,8.15,8.17,4,4
2026-03-02,2026-03-08,False,AC,ETANOL,R$ / litro,5.993,5.95,5.95,6.08,3,3
2026-03-02,2026-03-08,False,AC,GASOLINA,R$ / litro,7.975,7.97,7.97,7.99,4,4
2026-03-02,2026-03-08,False,AC,GASOLINA ADITIVADA,R$ / litro,8.095,8.11,7.99,8.17,4,4
2026-03-02,2026-03-08,False,AL,DIESEL,R$ / litro,6.695,6.935,5.79,6.98,10,10
2026-03-02,2026-03-08,False,AL,DIESEL S10,R$ / litro,6.33,6.265,5.78,6.98,34,34
2026-03-02,2026-03-08,False,AL,ETANOL,R$ / litro,5.147,5.11,4.68,5.59,50,50
2026-03-02,2026-03-08,False,AL,GASOLINA,R$ / litro,6.438,6.39,6.09,6.99,59,59
2026-03-02,2026-03-08,False,AL,GASOLINA ADITIVADA,R$ / litro,6.573,6.49,6.19,7.28,41,41
2026-03-02,2026-03-08,False,AL,GNV,R$ / m³,4.646,4.59,4.39,5.19,8,8
2026-03-02,2026-03-08,False,AM,DIESEL,R$ / litro,6.547,6.49,6.49,6.89,20,20
2026-03-02,2026-03-08,False,AM,DIESEL S10,R$ / litro,6.86,6.49,6.38,8.39,41,41
2026-03-02,2026-03-08,False,AM,ETANOL,R$ / litro,5.472,5.49,5.35,5.59,38,38
2026-03-02,2026-03-08,False,AM,GASOLINA,R$ / litro,7.132,6.99,6.69,8.29,55,55
2026-03-02,2026-03-08,False,AM,GASOLINA ADITIVADA,R$ / litro,7.147,6.99,6.69,8.29,47,47
2026-03-02,2026-03-08,False,AM,GNV,R$ / m³,3.99,3.99,3.99,3.99,1,1
2026-03-02,2026-03-08,False,AP,DIESEL,R$ / litro,6.428,6.4,6.35,6.54,5,5
2026-03-02,2026-03-08,False,AP,DIESEL S10,R$ / litro,6.514,6.56,6.4,6.59,7,7
2026-03-02,2026-03-08,False,AP,ETANOL,R$ / litro,5.89,5.89,5.89,5.89,1,1
2026-03-02,2026-03-08,False,AP,GASOLINA,R$ / litro,6.092,6.09,5.95,6.25,11,11
