week_start,week_end,is_partial_week,state_code,product,measurement_unit,average_price,median_price,minimum_price,maximum_price,price_observations,station_count
2026-05-18,2026-05-24,False,GO,GASOLINA,R$ / litro,6.852,6.92,6.18,7.39,150,150
2026-05-18,2026-05-24,False,GO,GASOLINA ADITIVADA,R$ / litro,7.006,6.99,6.18,7.64,101,101
2026-05-18,2026-05-24,False,MA,DIESEL,R$ / litro,7.04,6.95,6.37,7.69,58,58
2026-05-18,2026-05-24,False,MA,DIESEL S10,R$ / litro,7.152,7.08,6.19,7.9,91,91
2026-05-18,2026-05-24,False,MA,ETANOL,R$ / litro,5.385,5.395,4.88,6.29,54,54
2026-05-18,2026-05-24,False,MA,GASOLINA,R$ / litro,6.603,6.6,6.09,7.49,101,101
2026-05-18,2026-05-24,False,MA,GASOLINA ADITIVADA,R$ / litro,6.699,6.69,6.18,7.29,56,56
2026-05-18,2026-05-24,False,MG,DIESEL,R$ / litro,6.765,6.75,5.99,7.79,252,252
2026-05-18,2026-05-24,False,MG,DIESEL S10,R$ / litro,7.035,6.99,6.29,7.89,338,338
2026-05-18,2026-05-24,False,MG,ETANOL,R$ / litro,4.369,4.39,3.59,5.12,447,447
2026-05-18,2026-05-24,False,MG,GASOLINA,R$ / litro,6.366,6.39,5.51,7.29,469,469
2026-05-18,2026-05-24,False,MG,GASOLINA ADITIVADA,R$ / litro,6.588,6.59,5.74,8.15,291,291
2026-05-18,2026-05-24,False,MG,GNV,R$ / m³,5.119,4.97,4.74,5.69,8,8
2026-05-18,2026-05-24,False,MS,DIESEL,R$ / litro,7.075,6.99,6.69,7.59,33,33
2026-05-18,2026-05-24,False,MS,DIESEL S10,R$ / litro,7.244,7.19,6.96,7.69,33,33
2026-05-18,2026-05-24,False,MS,ETANOL,R$ / litro,4.288,4.29,3.89,4.99,39,39
2026-05-18,2026-05-24,False,MS,GASOLINA,R$ / litro,6.63,6.615,6.19,7.29,58,58
2026-05-18,2026-05-24,False,MS,GASOLINA ADITIVADA,R$ / litro,6.797,6.69,6.19,7.49,43,43
2026-05-18,2026-05-24,False,MS,GNV,R$ / m³,4.69,4.69,4.59,4.79,2,2
2026-05-18,2026-05-24,False,MT,DIESEL,R$ / litro,6.956,6.89,6.03,7.67,55,55
2026-05-18,2026-05-24,False,MT,DIESEL S10,R$ / litro,7.13,6.99,6.69,7.8,58,58
2026-05-18,2026-05-24,False,MT,ETANOL,R$ / litro,4.135,4.17,3.49,4.49,82,82
2026-05-18,2026-05-24,False,MT,GASOLINA,R$ / litro,6.725,6.69,6.23,7.33,85,85
2026-05-18,2026-05-24,False,MT,GASOLINA ADITIVADA,R$ / litro,6.893,6.89,6.27,7.39,52,52
2026-05-18,2026-05-24,False,MT,GNV,R$ / m³,3.99,3.99,3.99,3.99,1,1
2026-05-18,2026-05-24,False,PA,DIESEL,R$ / litro,7.415,7.385,6.65,8.34,44,44
2026-05-18,2026-05-24,False,PA,DIESEL S10,R$ / litro,7.443,7.39,6.19,8.54,75,75
2026-05-18,2026-05-24,False,PA,ETANOL,R$ / litro,5.204,5.26,4.39,6.09,49,49
2026-05-18,2026-05-24,False,PA,GASOLINA,R$ / litro,6.853,6.89,6.02,7.98,107,107
2026-05-18,2026-05-24,False,PA,GASOLINA ADITIVADA,R$ / litro,7.05,6.99,6.19,7.79,71,71
2026-05-18,2026-05-24,False,PB,DIESEL,R$ / litro,6.894,6.89,6.37,7.59,31,31
2026-05-18,2026-05-24,False,PB,DIESEL S10,R$ / litro,7.16,7.19,6.79,7.69,49,49
2026-05-18,2026-05-24,False,PB,ETANOL,R$ / litro,4.866,4.79,4.64,5.39,56,56
2026-05-18,2026-05-24,False,PB,GASOLINA,R$ / litro,6.496,6.49,6.19,6.89,67,67
2026-05-18,2026-05-24,False,PB,GASOLINA ADITIVADA,R$ / litro,6.661,6.66,6.38,6.89,45,45
2026-05-18,2026-05-24,False,PB,GNV,R$ / m³,4.944,4.86,4.85,5.21,12,12
2026-05-18,2026-05-24,False,PE,DIESEL,R$ / litro,7.557,7.59,7.08,7.89,7,7
2026-05-18,2026-05-24,False,PE,DIESEL S10,R$ / litro,7.086,6.99,6.71,7.99,143,143
2026-05-18,2026-05-24,False,PE,ETANOL,R$ / litro,5.381,5.54,4.79,6.59,155,155
2026-05-18,2026-05-24,False,PE,GASOLINA,R$ / litro,6.975,7.05,6.41,7.99,179,179
2026-05-18,2026-05-24,False,PE,GASOLINA ADITIVADA,R$ / litro,7.127,7.185,6.42,7.78,132,132
2026-05-18,2026-05-24,False,PE,GNV,R$ / m³,4.69,4.69,4.69,4.69,24,24
2026-05-18,2026-05-24,False,PI,DIESEL,R$ / litro,7.232,7.24,6.32,7.89,24,24
2026-05-18,2026-05-24,False,PI,DIESEL S10,R$ / litro,7.434,7.39,6.97,7.99,45,45
2026-05-18,2026-05-24,False,PI,ETANOL,R$ / litro,5.003,4.99,4.79,5.4,46,46
2026-05-18,2026-05-24,False,PI,GASOLINA,R$ / litro,6.64,6.65,6.14,6.99,59,59
2026-05-18,2026-05-24,False,PI,GASOLINA ADITIVADA,R$ / litro,6.871,6.86,6.39,7.46,44,44
2026-05-18,2026-05-24,False,PR,DIESEL,R$ / litro,6.809,6.79,5.99,7.79,141,141
2026-05-18,2026-05-24,False,PR,DIESEL S10,R$ / litro,7.202,7.19,6.59,8.25,196,196
2026-05-18,2026-05-24,False,PR,ETANOL,R$ / litro,4.458,4.49,3.69,4.99,286,286
2026-05-18,2026-05-24,False,PR,GASOLINA,R$ / litro,6.722,6.77,5.99,7.39,287,287
2026-05-18,2026-05-24,False,PR,GASOLINA ADITIVADA,R$ / litro,6.892,6.91,6.07,7.6,226,226
2026-05-18,2026-05-24,False,PR,GNV,R$ / m³,4.572,4.515,4.29,4.99,6,6
2026-05-18,2026-05-24,False,RJ,DIESEL,R$ / litro,7.096,6.99,6.39,7.99,119,119
2026-05-18,2026-05-24,False,RJ,DIESEL S10,R$ / litro,7.199,7.09,5.69,8.19,217,217
2026-05-18,2026-05-24,False,RJ,ETANOL,R$ / litro,4.984,4.89,4.39,5.89,286,286
2026-05-18,2026-05-24,False,RJ,GASOLINA,R$ / litro,6.686,6.64,5.64,7.99,329,329
2026-05-18,2026-05-24,False,RJ,GASOLINA ADITIVADA,R$ / litro,6.875,6.88,6.19,8.19,297,297
2026-05-18,2026-05-24,False,RJ,GNV,R$ / m³,4.664,4.49,3.97,6.49,155,155
2026-05-18,2026-05-24,False,RN,DIESEL,R$ / litro,7.207,7.18,6.89,7.59,23,23
2026-05-18,2026-05-24,False,RN,DIESEL S10,R$ / litro,7.314,7.29,6.99,7.89,38,38
2026-05-18,2026-05-24,False,RN,ETANOL,R$ / litro,5.718,5.745,5.35,6.29,42,42
2026-05-18,2026-05-24,False,RN,GASOLINA,R$ / litro,6.765,6.78,5.74,7.59,44,44
2026-05-18,2026-05-24,False,RN,GASOLINA ADITIVADA,R$ / litro,6.876,6.85,6.49,7.69,39,39
2026-05-18,2026-05-24,False,RN,GNV,R$ / m³,5.135,5.09,5.08,5.28,4,4
2026-05-18,2026-05-24,False,RO,DIESEL,R$ / litro,7.326,7.34,6.77,7.88,40,40
2026-05-18,2026-05-24,False,RO,DIESEL S10,R$ / litro,7.442,7.39,6.99,8.39,48,48
2026-05-18,2026-05-24,False,RO,ETANOL,R$ / litro,5.679,5.635,5.34,6.23,30,30
2026-05-18,2026-05-24,False,RO,GASOLINA,R$ / litro,7.406,7.415,7.18,7.89,52,52
2026-05-18,2026-05-24,False,RO,GASOLINA ADITIVADA,R$ / litro,7.516,7.49,7.28,7.99,48,48
2026-05-18,2026-05-24,False,RR,DIESEL,R$ / litro,7.652,7.64,7.64,7.7,11,11
2026-05-18,2026-05-24,False,RR,DIESEL S10,R$ / litro,7.694,7.7,7.64,7.75,10,10
2026-05-18,2026-05-24,False,RR,ETANOL,R$ / litro,5.507,5.49,5.49,5.59,6,6
2026-05-18,2026-05-24,False,RR,GASOLINA,R$ / litro,7.7,7.7,7.7,7.7,14,14
2026-05-18,2026-05-24,False,RR,GASOLINA ADITIVADA,R$ / litro,7.804,7.8,7.79,7.84,14,14
2026-05-18,2026-05-24,False,RS,DIESEL,R$ / litro,6.867,6.89,6.09,7.99,181,181
2026-05-18,2026-05-24,False,RS,DIESEL S10,R$ / litro,7.005,6.99,6.19,8.04,205,205
2026-05-18,2026-05-24,False,RS,ETANOL,R$ / litro,5.047,4.99,4.29,6.58,145,145
2026-05-18,2026-05-24,False,RS,GASOLINA,R$ / litro,6.487,6.49,5.94,7.66,312,312
2026-05-18,2026-05-24,False,RS,GASOLINA ADITIVADA,R$ / litro,6.681,6.69,5.97,7.66,297,297
2026-05-18,2026-05-24,False,RS,GNV,R$ / m³,4.941,4.94,4.64,5.81,16,16
2026-05-18,2026-05-24,False,SC,DIESEL,R$ / litro,6.978,6.89,6.19,7.72,60,60
2026-05-18,2026-05-24,False,SC,DIESEL S10,R$ / litro,7.19,7.115,6.58,8.38,110,110
2026-05-18,2026-05-24,False,SC,ETANOL,R$ / litro,4.86,4.87,3.99,5.79,103,103
2026-05-18,2026-05-24,False,SC,GASOLINA,R$ / litro,6.685,6.75,5.99,7.19,156,156
2026-05-18,2026-05-24,False,SC,GASOLINA ADITIVADA,R$ / litro,6.813,6.83,6.09,7.39,149,149
2026-05-18,2026-05-24,False,SC,GNV,R$ / m³,4.64,4.56,4.49,5.46,25,25
2026-05-18,2026-05-24,False,SE,DIESEL,R$ / litro,7.144,6.975,6.9,7.79,16,16
2026-05-18,2026-05-24,False,SE,DIESEL S10,R$ / litro,7.091,6.99,6.98,7.39,18,18
2026-05-18,2026-05-24,False,SE,ETANOL,R$ / litro,5.585,5.6,5.39,5.7,26,26
2026-05-18,2026-05-24,False,SE,GASOLINA,R$ / litro,7.298,7.295,6.99,7.59,40,40
2026-05-18,2026-05-24,False,SE,GASOLINA ADITIVADA,R$ / litro,7.386,7.395,6.99,7.93,36,36
2026-05-18,2026-05-24,False,SE,GNV,R$ / m³,4.876,4.83,4.83,5.15,7,7
2026-05-18,2026-05-24,False,SP,DIESEL,R$ / litro,6.92,6.89,6.09,8.69,419,419
2026-05-18,2026-05-24,False,SP,DIESEL S10,R$ / litro,7.165,7.09,6.19,9.99,804,804
2026-05-18,2026-05-24,False,SP,ETANOL,R$ / litro,4.008,3.99,2.98,6.29,1196,1196
2026-05-18,2026-05-24,False,SP,GASOLINA,R$ / litro,6.49,6.49,5.49,9.69,1206,1206
2026-05-18,2026-05-24,False,SP,GASOLINA ADITIVADA,R$ / litro,6.77,6.69,5.89,9.89,935,935
2026-05-18,2026-05-24,False,SP,GNV,R$ / m³,4.297,4.29,3.59,5.39,47,47
2026-05-18,2026-05-24,False,TO,DIESEL,R$ / litro,7.114,7.09,6.59,7.99,18,18
2026-05-18,2026-05-24,False,TO,DIESEL S10,R$ / litro,7.175,7.055,6.69,7.89,26,26
2026-05-18,2026-05-24,False,TO,ETANOL,R$ / litro,5.398,5.39,4.99,6.03,27,27
2026-05-18,2026-05-24,False,TO,GASOLINA,R$ / litro,7.148,7.19,6.88,7.49,31,31
2026-05-18,2026-05-24,False,TO,GASOLINA ADITIVADA,R$ / litro,7.243,7.2,6.88,7.69,19,19
2026-05-25,2026-05-31,False,AC,DIESEL,R$ / litro,7.87,7.79,7.59,8.2,10,10
2026-05-25,2026-05-31,False,AC,DIESEL S10,R$ / litro,8.128,8.23,7.89,8.29,9,9
2026-05-25,2026-05-31,False,AC,ETANOL,R$ / litro,5.33,5.305,4.97,5.89,10,10
2026-05-25,2026-05-31,False,AC,GASOLINA,R$ / litro,7.337,7.365,7.09,7.59,12,12
2026-05-25,2026-05-31,False,AC,GASOLINA ADITIVADA,R$ / litro,7.444,7.49,7.14,7.59,12,12
2026-05-25,2026-05-31,False,AL,DIESEL,R$ / litro,8.047,7.89,6.99,8.99,7,7
2026-05-25,2026-05-31,False,AL,DIESEL S10,R$ / litro,7.428,7.29,6.79,8.33,27,27
2026-05-25,2026-05-31,False,AL,ETANOL,R$ / litro,5.248,5.09,4.88,5.99,49,49
2026-05-25,2026-05-31,False,AL,GASOLINA,R$ / litro,6.842,6.79,6.39,7.67,59,59
2026-05-25,2026-05-31,False,AL,GASOLINA ADITIVADA,R$ / litro,7.051,6.99,6.59,8.04,38,38
2026-05-25,2026-05-31,False,AL,GNV,R$ / m³,4.24,4.19,3.89,4.94,9,9
2026-05-25,2026-05-31,False,AM,DIESEL,R$ / litro,7.341,7.29,6.99,7.71,20,20
2026-05-25,2026-05-31,False,AM,DIESEL S10,R$ / litro,7.623,7.59,6.99,8.99,37,37
2026-05-25,2026-05-31,False,AM,ETANOL,R$ / litro,5.031,4.99,4.68,5.59,33,33
2026-05-25,2026-05-31,False,AM,GASOLINA,R$ / litro,7.067,6.79,6.49,8.99,53,53
2026-05-25,2026-05-31,False,AM,GASOLINA ADITIVADA,R$ / litro,7.18,6.89,6.69,8.99,42,42
2026-05-25,2026-05-31,False,AM,GNV,R$ / m³,4.99,4.99,4.99,4.99,1,1
2026-05-25,2026-05-31,False,AP,DIESEL S10,R$ / litro,7.207,7.09,6.89,7.85,11,11
2026-05-25,2026-05-31,False,AP,ETANOL,R$ / litro,5.98,5.89,5.84,6.21,3,3
2026-05-25,2026-05-31,False,AP,GASOLINA,R$ / litro,6.572,6.49,6.43,6.95,23,23
2026-05-25,2026-05-31,False,AP,GASOLINA ADITIVADA,R$ / litro,6.828,6.82,6.69,7.03,6,6
2026-05-25,2026-05-31,False,BA,DIESEL,R$ / litro,7.545,7.55,6.74,8.89,144,144
2026-05-25,2026-05-31,False,BA,DIESEL S10,R$ / litro,7.675,7.6,6.97,8.99,176,176
2026-05-25,2026-05-31,False,BA,ETANOL,R$ / litro,5.116,5.09,4.19,6.39,211,211
2026-05-25,2026-05-31,False,BA,GASOLINA,R$ / litro,7.202,7.19,6.44,7.97,237,237
2026-05-25,2026-05-31,False,BA,GASOLINA ADITIVADA,R$ / litro,7.294,7.29,6.46,8.15,175,175
2026-05-25,2026-05-31,False,BA,GNV,R$ / m³,4.639,4.39,4.25,6.19,15,15
2026-05-25,2026-05-31,False,CE,DIESEL,R$ / litro,7.197,7.39,6.61,7.89,19,19
2026-05-25,2026-05-31,False,CE,DIESEL S10,R$ / litro,7.179,7.15,6.15,8.25,116,116
2026-05-25,2026-05-31,False,CE,ETANOL,R$ / litro,5.349,5.285,4.95,6.29,120,120
2026-05-25,2026-05-31,False,CE,GASOLINA,R$ / litro,6.889,6.775,6.57,7.49,136,136
2026-05-25,2026-05-31,False,CE,GASOLINA ADITIVADA,R$ / litro,7.005,6.955,6.6,7.49,112,112
2026-05-25,2026-05-31,False,CE,GNV,R$ / m³,5.15,5.15,5.15,5.15,8,8
2026-05-25,2026-05-31,False,DF,DIESEL,R$ / litro,7.072,6.98,6.89,7.49,13,13
2026-05-25,2026-05-31,False,DF,DIESEL S10,R$ / litro,7.075,6.99,6.69,7.69,14,14
2026-05-25,2026-05-31,False,DF,ETANOL,R$ / litro,4.096,3.95,3.85,4.69,24,24
2026-05-25,2026-05-31,False,DF,GASOLINA,R$ / litro,6.523,6.49,6.29,6.69,50,50
2026-05-25,2026-05-31,False,DF,GASOLINA ADITIVADA,R$ / litro,6.748,6.73,6.47,7.18,41,41
2026-05-25,2026-05-31,False,ES,DIESEL,R$ / litro,6.829,6.89,6.59,7.39,30,30
2026-05-25,2026-05-31,False,ES,DIESEL S10,R$ / litro,6.938,6.89,6.59,7.49,55,55
2026-05-25,2026-05-31,False,ES,ETANOL,R$ / litro,4.961,4.99,4.55,5.85,65,65
2026-05-25,2026-05-31,False,ES,GASOLINA,R$ / litro,6.619,6.49,6.25,7.45,88,88
2026-05-25,2026-05-31,False,ES,GASOLINA ADITIVADA,R$ / litro,6.799,6.76,6.29,7.69,72,72
2026-05-25,2026-05-31,False,ES,GNV,R$ / m³,4.168,3.99,3.98,4.98,10,10
2026-05-25,2026-05-31,False,GO,DIESEL,R$ / litro,6.665,6.69,5.97,7.95,81,81
2026-05-25,2026-05-31,False,GO,DIESEL S10,R$ / litro,6.87,6.79,6.37,7.99,123,123
2026-05-25,2026-05-31,False,GO,ETANOL,R$ / litro,4.411,4.58,3.65,4.97,148,148
2026-05-25,2026-05-31,False,GO,GASOLINA,R$ / litro,6.864,6.94,6.09,7.39,152,152
2026-05-25,2026-05-31,False,GO,GASOLINA ADITIVADA,R$ / litro,7.031,6.99,6.14,7.64,99,99
2026-05-25,2026-05-31,False,MA,DIESEL,R$ / litro,7.096,6.99,6.45,7.68,43,43
2026-05-25,2026-05-31,False,MA,DIESEL S10,R$ / litro,7.248,7.255,6.63,7.9,82,82
2026-05-25,2026-05-31,False,MA,ETANOL,R$ / litro,5.416,5.425,4.98,6.29,50,50
2026-05-25,2026-05-31,False,MA,GASOLINA,R$ / litro,6.739,6.74,6.25,7.36,95,95
2026-05-25,2026-05-31,False,MA,GASOLINA ADITIVADA,R$ / litro,6.846,6.8,6.48,7.38,57,57
2026-05-25,2026-05-31,False,MG,DIESEL,R$ / litro,6.755,6.75,6.09,7.69,239,239
2026-05-25,2026-05-31,False,MG,DIESEL S10,R$ / litro,7.019,6.99,6.37,7.99,328,328
2026-05-25,2026-05-31,False,MG,ETANOL,R$ / litro,4.322,4.37,3.59,5.39,437,437
2026-05-25,2026-05-31,False,MG,GASOLINA,R$ / litro,6.375,6.39,5.54,7.29,464,464
2026-05-25,2026-05-31,False,MG,GASOLINA ADITIVADA,R$ / litro,6.591,6.59,5.74,7.99,296,296
2026-05-25,2026-05-31,False,MG,GNV,R$ / m³,5.189,4.95,4.74,5.79,9,9
2026-05-25,2026-05-31,False,MS,DIESEL,R$ / litro,6.965,6.96,6.59,7.58,33,33
2026-05-25,2026-05-31,False,MS,DIESEL S10,R$ / litro,7.167,7.09,6.69,7.69,31,31
2026-05-25,2026-05-31,False,MS,ETANOL,R$ / litro,4.207,4.19,3.86,4.97,35,35
2026-05-25,2026-05-31,False,MS,GASOLINA,R$ / litro,6.615,6.49,6.18,7.29,53,53
2026-05-25,2026-05-31,False,MS,GASOLINA ADITIVADA,R$ / litro,6.802,6.715,6.19,7.49,36,36
2026-05-25,2026-05-31,False,MS,GNV,R$ / m³,4.69,4.69,4.59,4.79,2,2
2026-05-25,2026-05-31,False,MT,DIESEL,R$ / litro,6.894,6.89,6.03,7.44,53,53
2026-05-25,2026-05-31,False,MT,DIESEL S10,R$ / litro,7.137,6.99,6.69,7.8,56,56
2026-05-25,2026-05-31,False,MT,ETANOL,R$ / litro,3.984,3.99,3.37,4.49,87,87
2026-05-25,2026-05-31,False,MT,GASOLINA,R$ / litro,6.704,6.69,6.25,7.48,87,87
2026-05-25,2026-05-31,False,MT,GASOLINA ADITIVADA,R$ / litro,6.894,6.89,6.27,7.48,52,52
2026-05-25,2026-05-31,False,MT,GNV,R$ / m³,3.99,3.99,3.99,3.99,2,2
2026-05-25,2026-05-31,False,PA,DIESEL,R$ / litro,7.395,7.4,6.29,8.75,43,43
2026-05-25,2026-05-31,False,PA,DIESEL S10,R$ / litro,7.432,7.35,6.48,8.8,77,77
2026-05-25,2026-05-31,False,PA,ETANOL,R$ / litro,5.18,5.25,4.39,6.09,49,49
2026-05-25,2026-05-31,False,PA,GASOLINA,R$ / litro,6.841,6.89,6.02,7.99,104,104
2026-05-25,2026-05-31,False,PA,GASOLINA ADITIVADA,R$ / litro,7.061,7.045,6.29,8.08,70,70
2026-05-25,2026-05-31,False,PB,DIESEL,R$ / litro,6.893,6.89,6.37,7.59,31,31
2026-05-25,2026-05-31,False,PB,DIESEL S10,R$ / litro,7.164,7.12,6.85,7.69,51,51
2026-05-25,2026-05-31,False,PB,ETANOL,R$ / litro,4.861,4.79,4.59,5.39,56,56
2026-05-25,2026-05-31,False,PB,GASOLINA,R$ / litro,6.517,6.49,6.19,6.99,67,67
2026-05-25,2026-05-31,False,PB,GASOLINA ADITIVADA,R$ / litro,6.676,6.69,6.38,6.89,46,46
2026-05-25,2026-05-31,False,PB,GNV,R$ / m³,4.953,4.86,4.85,5.21,11,11
2026-05-25,2026-05-31,False,PE,DIESEL,R$ / litro,7.457,7.59,7.08,7.59,7,7
2026-05-25,2026-05-31,False,PE,DIESEL S10,R$ / litro,7.06,6.99,6.69,7.8,132,132
2026-05-25,2026-05-31,False,PE,ETANOL,R$ / litro,5.396,5.53,4.79,5.79,137,137
2026-05-25,2026-05-31,False,PE,GASOLINA,R$ / litro,7.013,7.05,6.41,7.68,161,161
2026-05-25,2026-05-31,False,PE,GASOLINA ADITIVADA,R$ / litro,7.157,7.19,6.42,7.78,124,124
2026-05-25,2026-05-31,False,PE,GNV,R$ / m³,4.69,4.69,4.69,4.69,27,27
2026-05-25,2026-05-31,False,PI,DIESEL,R$ / litro,7.198,7.14,6.64,7.99,24,24
2026-05-25,2026-05-31,False,PI,DIESEL S10,R$ / litro,7.435,7.39,6.94,8.09,44,44
2026-05-25,2026-05-31,False,PI,ETANOL,R$ / litro,4.994,4.99,4.75,5.4,41,41
2026-05-25,2026-05-31,False,PI,GASOLINA,R$ / litro,6.679,6.69,5.79,7.19,59,59
2026-05-25,2026-05-31,False,PI,GASOLINA ADITIVADA,R$ / litro,6.935,6.98,6.46,7.39,41,41
2026-05-25,2026-05-31,False,PR,DIESEL,R$ / litro,6.772,6.79,5.79,7.79,125,125
2026-05-25,2026-05-31,False,PR,DIESEL S10,R$ / litro,7.182,7.09,6.56,8.25,186,186
2026-05-25,2026-05-31,False,PR,ETANOL,R$ / litro,4.358,4.29,3.54,4.99,247,247
2026-05-25,2026-05-31,False,PR,GASOLINA,R$ / litro,6.689,6.69,6.07,7.39,251,251
2026-05-25,2026-05-31,False,PR,GASOLINA ADITIVADA,R$ / litro,6.862,6.89,6.07,7.6,206,206
2026-05-25,2026-05-31,False,PR,GNV,R$ / m³,4.473,4.54,4.29,4.59,3,3
2026-05-25,2026-05-31,False,RJ,DIESEL,R$ / litro,7.088,6.99,6.34,8.35,116,116
2026-05-25,2026-05-31,False,RJ,DIESEL S10,R$ / litro,7.205,7.09,5.69,8.69,207,207
2026-05-25,2026-05-31,False,RJ,ETANOL,R$ / litro,4.937,4.89,4.28,5.89,278,278
2026-05-25,2026-05-31,False,RJ,GASOLINA,R$ / litro,6.679,6.65,5.64,7.99,321,321
2026-05-25,2026-05-31,False,RJ,GASOLINA ADITIVADA,R$ / litro,6.867,6.89,6.09,8.19,288,288
2026-05-25,2026-05-31,False,RJ,GNV,R$ / m³,4.65,4.49,3.97,6.49,149,149
2026-05-25,2026-05-31,False,RN,DIESEL,R$ / litro,7.176,7.09,6.49,7.59,25,25
2026-05-25,2026-05-31,False,RN,DIESEL S10,R$ / litro,7.276,7.28,6.89,7.89,40,40
2026-05-25,2026-05-31,False,RN,ETANOL,R$ / litro,5.647,5.59,4.99,6.29,46,46
2026-05-25,2026-05-31,False,RN,GASOLINA,R$ / litro,6.78,6.76,6.45,7.59,48,48
2026-05-25,2026-05-31,False,RN,GASOLINA ADITIVADA,R$ / litro,6.845,6.79,6.45,7.69,39,39
2026-05-25,2026-05-31,False,RN,GNV,R$ / m³,5.125,5.09,5.04,5.28,4,4
2026-05-25,2026-05-31,False,RO,DIESEL,R$ / litro,7.31,7.34,6.6,7.88,43,43
2026-05-25,2026-05-31,False,RO,DIESEL S10,R$ / litro,7.45,7.39,6.99,8.39,52,52
2026-05-25,2026-05-31,False,RO,ETANOL,R$ / litro,5.647,5.6,5.19,5.99,31,31
2026-05-25,2026-05-31,False,RO,GASOLINA,R$ / litro,7.37,7.39,7.06,7.89,58,58
2026-05-25,2026-05-31,False,RO,GASOLINA ADITIVADA,R$ / litro,7.502,7.49,7.24,7.99,52,52
2026-05-25,2026-05-31,False,RR,DIESEL,R$ / litro,7.651,7.64,7.64,7.7,13,13
2026-05-25,2026-05-31,False,RR,DIESEL S10,R$ / litro,7.695,7.7,7.64,7.75,12,12
2026-05-25,2026-05-31,False,RR,ETANOL,R$ / litro,5.502,5.49,5.49,5.59,8,8
2026-05-25,2026-05-31,False,RR,GASOLINA,R$ / litro,7.7,7.7,7.7,7.7,15,15
2026-05-25,2026-05-31,False,RR,GASOLINA ADITIVADA,R$ / litro,7.803,7.8,7.79,7.84,15,15
2026-05-25,2026-05-31,False,RS,DIESEL,R$ / litro,6.82,6.79,5.99,7.99,186,186
2026-05-25,2026-05-31,False,RS,DIESEL S10,R$ / litro,6.975,6.99,6.29,8.04,224,224
2026-05-25,2026-05-31,False,RS,ETANOL,R$ / litro,4.998,4.99,4.29,5.99,156,156
2026-05-25,2026-05-31,False,RS,GASOLINA,R$ / litro,6.461,6.39,5.89,7.66,330,330
2026-05-25,2026-05-31,False,RS,GASOLINA ADITIVADA,R$ / litro,6.66,6.69,5.96,7.73,312,312
2026-05-25,2026-05-31,False,RS,GNV,R$ / m³,4.949,4.99,4.64,5.65,18,18
2026-05-25,2026-05-31,False,SC,DIESEL,R$ / litro,6.945,6.89,6.09,7.72,64,64
2026-05-25,2026-05-31,False,SC,DIESEL S10,R$ / litro,7.16,7.09,6.58,8.38,119,119
2026-05-25,2026-05-31,False,SC,ETANOL,R$ / litro,4.785,4.78,3.89,5.79,107,107
2026-05-25,2026-05-31,False,SC,GASOLINA,R$ / litro,6.625,6.65,6.09,7.19,165,165
2026-05-25,2026-05-31,False,SC,GASOLINA ADITIVADA,R$ / litro,6.762,6.79,6.09,7.39,158,158
2026-05-25,2026-05-31,False,SC,GNV,R$ / m³,4.658,4.59,4.49,5.46,25,25
2026-05-25,2026-05-31,False,SE,DIESEL,R$ / litro,7.075,6.9,6.9,7.79,17,17
2026-05-25,2026-05-31,False,SE,DIESEL S10,R$ / litro,7.074,6.985,6.98,7.39,18,18
2026-05-25,2026-05-31,False,SE,ETANOL,R$ / litro,5.556,5.5,5.39,5.7,25,25
2026-05-25,2026-05-31,False,SE,GASOLINA,R$ / litro,7.107,7.12,6.99,7.19,41,41
2026-05-25,2026-05-31,False,SE,GASOLINA ADITIVADA,R$ / litro,7.198,7.19,6.99,7.59,35,35
2026-05-25,2026-05-31,False,SE,GNV,R$ / m³,4.873,4.83,4.83,5.15,8,8
2026-05-25,2026-05-31,False,SP,DIESEL,R$ / litro,6.894,6.89,5.99,8.69,464,464
2026-05-25,2026-05-31,False,SP,DIESEL S10,R$ / litro,7.152,7.09,6.19,9.79,837,837
2026-05-25,2026-05-31,False,SP,ETANOL,R$ / litro,3.961,3.94,2.95,6.29,1226,1226
2026-05-25,2026-05-31,False,SP,GASOLINA,R$ / litro,6.49,6.49,5.49,9.69,1239,1239
2026-05-25,2026-05-31,False,SP,GASOLINA ADITIVADA,R$ / litro,6.768,6.69,5.95,9.89,953,953
2026-05-25,2026-05-31,False,SP,GNV,R$ / m³,4.322,4.385,3.59,5.99,44,44
2026-05-25,2026-05-31,False,TO,DIESEL,R$ / litro,7.147,7.15,6.59,7.99,17,17
2026-05-25,2026-05-31,False,TO,DIESEL S10,R$ / litro,7.158,7.19,6.69,7.89,25,25
2026-05-25,2026-05-31,False,TO,ETANOL,R$ / litro,5.346,5.39,4.99,6.03,25,25
2026-05-25,2026-05-31,False,TO,GASOLINA,R$ / litro,7.109,7.09,6.88,7.49,29,29
2026-05-25,2026-05-31,False,TO,GASOLINA ADITIVADA,R$ / litro,7.145,7.09,6.98,7.69,19,19
2026-06-01,2026-06-07,False,AC,DIESEL,R$ / litro,7.937,7.79,7.59,8.75,12,12
2026-06-01,2026-06-07,False,AC,DIESEL S10,R$ / litro,8.246,8.25,7.89,9.27,11,11
2026-06-01,2026-06-07,False,AC,ETANOL,R$ / litro,5.445,5.32,4.97,6.6,11,11
2026-06-01,2026-06-07,False,AC,GASOLINA,R$ / litro,7.379,7.29,7.02,8.46,13,13
